store_id,item_id,date,quantity,revenue,price_base,day_of_week,day_of_month,month,year,quarter,is_weekend,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_28,rolling_std_28,price_ratio_30d,dept_name,class_name,subclass_name,weight_netto,division,format,city,area
1,001829cb707d,2022-10-17,1.0,149.9,149.9,0,17,10,2022,4,0,1.0,4.0,3.0,6.0,2.2857144,1.1126972,3.1785715,2.3735201,1.1075017221442445,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-10-18,2.0,299.8,149.9,1,18,10,2022,4,0,1.0,3.0,2.0,5.0,1.8571428,0.8997354,3.0,2.3412564,1.1042654727863386,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-10-20,1.0,149.9,149.9,3,20,10,2022,4,0,2.0,1.0,1.0,8.0,1.7142857,0.75592893,2.892857,2.314836,1.0961501097259179,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-10-21,1.0,149.9,149.9,4,21,10,2022,4,0,1.0,2.0,5.0,8.0,1.7142857,0.75592893,2.642857,2.1119463,1.088192654769755,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-10-22,1.0,149.9,149.9,5,22,10,2022,4,1,1.0,3.0,3.0,4.0,1.5714285,0.7867958,2.392857,1.8527114,1.0803499007565163,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-10-23,1.0,149.9,149.9,6,23,10,2022,4,1,1.0,2.0,3.0,1.0,1.2857143,0.48795003,2.2857144,1.8430479,1.0726193854356032,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-10-24,2.0,277.54,138.77,0,24,10,2022,4,0,1.0,1.0,1.0,5.0,1.1428572,0.37796447,2.2857144,1.8430479,0.9856499864585884,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-10-27,1.0,149.9,149.9,3,27,10,2022,4,0,2.0,1.0,4.0,9.0,1.2857143,0.48795003,2.1785715,1.7649587,1.0599681519286743,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-10-28,3.0,449.7,149.9,4,28,10,2022,4,0,1.0,2.0,3.0,1.0,1.2857143,0.48795003,1.8928572,1.1655324,1.0525255663421937,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-10-30,2.0,294.11,147.06,6,30,10,2022,4,1,3.0,1.0,1.0,1.0,1.4285715,0.7867958,1.9642857,1.1700631,1.025384697642947,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-10-31,2.0,299.8,149.9,0,31,10,2022,4,0,2.0,1.0,2.0,4.0,1.5714285,0.7867958,2.0,1.1547005,1.0386304231687984,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-01,3.0,435.63,145.21,1,1,11,2022,4,0,2.0,1.0,3.0,1.0,1.7142857,0.75592893,1.9285715,1.0862293,0.9992108933644511,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-03,1.0,149.9,149.9,3,3,11,2022,4,0,3.0,1.0,2.0,1.0,2.0,0.8164966,2.0,1.0886621,1.0255298553815906,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-05,2.0,299.17,149.59,5,5,11,2022,4,1,1.0,2.0,1.0,1.0,2.0,0.8164966,2.0,1.0886621,1.0164550107164125,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-06,3.0,449.7,149.9,6,6,11,2022,4,1,2.0,1.0,1.0,3.0,2.0,0.8164966,2.0357144,1.0708994,1.0117576498226455,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-07,3.0,445.63,148.54,0,7,11,2022,4,0,3.0,3.0,2.0,2.0,2.2857144,0.75592893,2.0357144,1.0708994,0.9958566757494284,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-08,2.0,299.8,149.9,1,8,11,2022,4,0,3.0,2.0,1.0,1.0,2.2857144,0.75592893,2.0714285,1.0862293,1.0052800563368156,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-09,2.0,299.8,149.9,2,9,11,2022,4,0,2.0,2.0,1.0,5.0,2.2857144,0.75592893,2.107143,1.0659472,1.0052800563368156,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-10,2.0,299.8,149.9,3,10,11,2022,4,0,2.0,3.0,1.0,3.0,2.2857144,0.75592893,2.0,0.9026709,1.0052800563368152,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-11,2.0,288.9,144.45,4,11,11,2022,4,0,2.0,1.0,1.0,3.0,2.142857,0.69006556,1.9642857,0.8811669,0.9687305145954169,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-13,2.0,299.8,149.9,6,13,11,2022,4,1,2.0,2.0,2.0,1.0,2.2857144,0.48795003,1.9285715,0.85758364,1.006506301139031,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-14,2.0,299.8,149.9,0,14,11,2022,4,0,2.0,3.0,1.0,4.0,2.2857144,0.48795003,1.9642857,0.8380817,1.006506301139031,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-15,2.0,299.8,149.9,1,15,11,2022,4,0,2.0,3.0,3.0,3.0,2.142857,0.37796447,1.8928572,0.7373268,1.0065063011390307,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-16,1.0,149.9,149.9,2,16,11,2022,4,0,2.0,2.0,2.0,1.0,2.0,0.0,1.8571428,0.70523363,1.0065063011390307,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-20,3.0,404.74,134.91,6,20,11,2022,4,1,1.0,2.0,2.0,2.0,1.8571428,0.37796447,1.8571428,0.70523363,0.9052012740406555,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-21,4.0,599.6,149.9,0,21,11,2022,4,0,3.0,2.0,3.0,3.0,2.0,0.57735026,1.8928572,0.7373268,1.009162508892445,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-23,2.0,299.8,149.9,2,23,11,2022,4,0,4.0,2.0,1.0,2.0,2.2857144,0.95118976,1.9285715,0.81325006,1.009162508892445,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-24,11.0,1317.53,119.78,3,24,11,2022,4,0,2.0,2.0,2.0,1.0,2.2857144,0.95118976,1.9285715,0.81325006,0.8063874937634228,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-25,8.0,955.69,119.46,4,25,11,2022,4,0,11.0,2.0,3.0,1.0,3.5714285,3.4086723,2.2857144,1.88281,0.8096951402227821,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-26,16.0,1941.75,121.36,5,26,11,2022,4,1,8.0,2.0,3.0,2.0,4.428571,3.6903994,2.5357144,2.15135,0.8282695815470964,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-27,6.0,718.55,119.76,6,27,11,2022,4,1,16.0,1.0,2.0,1.0,6.428571,5.503246,3.0357144,3.3275743,0.8226912762369376,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-28,1.0,119.9,119.9,0,28,11,2022,4,0,6.0,3.0,2.0,1.0,7.142857,4.980916,3.2142856,3.3483787,0.8293769990677637,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-29,14.0,1633.39,116.67,1,29,11,2022,4,0,1.0,4.0,2.0,1.0,6.857143,5.304984,3.2142856,3.3483787,0.8126556495843513,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-11-30,10.0,1199.0,119.9,2,30,11,2022,4,0,14.0,2.0,2.0,1.0,8.285714,5.736267,3.6785715,3.8878117,0.8416475767253487,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-01,5.0,610.4,122.08,3,1,12,2022,4,0,10.0,11.0,2.0,2.0,9.428572,5.0284905,4.0,4.027682,0.8630082146722564,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-02,9.0,1139.05,126.56,4,2,12,2022,4,0,5.0,8.0,2.0,1.0,8.571428,5.223573,4.107143,4.0123816,0.9005820125109455,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-03,12.0,1438.8,119.9,5,3,12,2022,4,1,9.0,16.0,2.0,3.0,8.714286,5.2190127,4.392857,4.067389,0.8579401189281027,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-04,11.0,1318.9,119.9,6,4,12,2022,4,1,12.0,6.0,1.0,2.0,8.142858,4.450789,4.714286,4.302085,0.8618189824100517,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-05,3.0,359.7,119.9,0,5,12,2022,4,0,11.0,1.0,3.0,2.0,8.857142,4.450789,5.035714,4.426203,0.8680584255205991,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-06,1.0,119.9,119.9,1,6,12,2022,4,0,3.0,14.0,4.0,3.0,9.142858,3.8913825,5.071429,4.4047832,0.8743888727950881,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-07,1.0,119.9,119.9,2,7,12,2022,4,0,1.0,10.0,2.0,1.0,7.285714,4.2706084,5.0,4.4555416,0.8802002011319859,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-09,3.0,429.86,143.29,4,9,12,2022,4,0,1.0,5.0,11.0,2.0,6.0,4.6547465,5.0,4.4555416,1.0596882790370967,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-10,4.0,599.6,149.9,5,10,12,2022,4,1,3.0,9.0,8.0,3.0,5.714286,4.785892,5.035714,4.4345627,1.1090968806853698,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-11,3.0,449.7,149.9,6,11,12,2022,4,1,4.0,12.0,16.0,3.0,5.0,4.582576,5.071429,4.421568,1.1090968806853698,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-12,1.0,149.9,149.9,0,12,12,2022,4,0,3.0,11.0,6.0,2.0,3.7142856,3.4016802,5.071429,4.421568,1.109012090697904,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-13,1.0,149.9,149.9,1,13,12,2022,4,0,1.0,3.0,1.0,2.0,2.2857144,1.2535664,5.035714,4.451235,1.109012090697904,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-15,1.0,149.9,149.9,3,15,12,2022,4,0,1.0,1.0,14.0,2.0,2.0,1.2909944,5.0,4.48041,1.1086402619635338,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-16,1.0,149.9,149.9,4,16,12,2022,4,0,1.0,1.0,10.0,2.0,2.0,1.2909944,4.964286,4.509103,1.1086402619635338,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-18,2.0,299.8,149.9,6,18,12,2022,4,1,1.0,3.0,5.0,2.0,2.0,1.2909944,4.928571,4.537323,1.1086402619635338,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-19,1.0,149.9,149.9,0,19,12,2022,4,0,2.0,4.0,9.0,2.0,1.8571428,1.2149857,4.928571,4.537323,1.1086402619635338,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-21,2.0,299.8,149.9,2,21,12,2022,4,0,1.0,3.0,12.0,2.0,1.4285715,0.7867958,4.892857,4.565079,1.1071527112205237,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-22,5.0,619.01,123.8,3,22,12,2022,4,0,2.0,1.0,11.0,1.0,1.2857143,0.48795003,4.892857,4.565079,0.9143796240767234,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-23,1.0,119.9,119.9,4,23,12,2022,4,0,5.0,1.0,3.0,3.0,1.8571428,1.4638501,5.035714,4.5008817,0.89130174979854,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-24,6.0,716.62,119.44,5,24,12,2022,4,1,1.0,1.0,1.0,4.0,1.8571428,1.4638501,4.964286,4.549987,0.8945319338938102,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-25,7.0,869.3,124.19,6,25,12,2022,4,1,6.0,1.0,1.0,2.0,2.5714285,2.0701966,5.035714,4.549987,0.9372334339141755,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-27,5.0,629.5,125.9,1,27,12,2022,4,0,7.0,2.0,3.0,11.0,3.4285715,2.5071328,5.214286,4.524478,0.9527075901787424,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-28,4.0,479.6,119.9,2,28,12,2022,4,0,5.0,1.0,4.0,8.0,3.857143,2.4784787,5.0,4.3800898,0.9128305683178563,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-29,12.0,1438.72,119.89,3,29,12,2022,4,0,4.0,2.0,3.0,16.0,4.285714,2.13809,4.857143,4.3436995,0.9197567885541101,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-30,15.0,1809.63,120.64,4,30,12,2022,4,0,12.0,5.0,1.0,6.0,5.714286,3.3523269,4.714286,4.017159,0.9254845093731516,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2022-12-31,10.0,1198.58,119.86,5,31,12,2022,4,1,15.0,1.0,1.0,1.0,7.142857,4.8107023,5.035714,4.4595475,0.9192234032161773,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-01,2.0,239.2,119.6,6,1,1,2023,1,1,10.0,6.0,1.0,14.0,8.428572,4.0355563,5.357143,4.482181,0.9175812792755544,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-02,3.0,359.7,119.9,0,2,1,2023,1,0,2.0,7.0,1.0,10.0,7.857143,4.670067,4.928571,4.1893034,0.9199205456670988,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-03,5.0,599.5,119.9,1,3,1,2023,1,0,3.0,5.0,2.0,5.0,7.285714,5.023753,4.678571,4.0829687,0.9199205456670988,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-04,3.0,332.15,110.72,2,4,1,2023,1,0,5.0,4.0,1.0,9.0,7.285714,5.023753,4.678571,4.0829687,0.8487867799619163,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-05,6.0,680.08,113.35,3,5,1,2023,1,0,3.0,12.0,2.0,12.0,7.142857,5.145502,4.464286,4.004462,0.8709917187782509,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-06,5.0,587.27,117.45,4,6,1,2023,1,0,6.0,15.0,5.0,11.0,6.285714,4.6802526,4.25,3.7379436,0.9045190603999244,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-07,13.0,1585.75,121.98,5,7,1,2023,1,1,5.0,10.0,1.0,3.0,4.857143,2.6726124,4.035714,3.5011337,0.9416080769048373,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-08,2.0,239.8,119.9,6,8,1,2023,1,1,13.0,2.0,6.0,1.0,5.285714,3.6839418,4.392857,3.881001,0.9250566999063857,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-09,7.0,839.3,119.9,0,9,1,2023,1,0,2.0,3.0,7.0,1.0,5.285714,3.6839418,4.428571,3.8531234,0.9250566999063857,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-10,4.0,479.6,119.9,1,10,1,2023,1,0,7.0,5.0,5.0,3.0,5.857143,3.5790396,4.642857,3.8221023,0.9250566999063857,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-11,7.0,863.79,123.4,2,11,1,2023,1,0,4.0,3.0,4.0,4.0,5.714286,3.6384194,4.678571,3.810838,0.9520600230896414,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-12,1.0,149.9,149.9,3,12,1,2023,1,0,7.0,6.0,12.0,3.0,6.285714,3.4503279,4.785714,3.8331609,1.1554737014365413,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-13,5.0,748.6,149.72,4,13,1,2023,1,0,1.0,5.0,15.0,1.0,5.571429,3.994043,4.714286,3.8859398,1.152129437417576,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-14,1.0,149.9,149.9,5,14,1,2023,1,1,5.0,13.0,10.0,1.0,5.571429,3.994043,4.857143,3.817254,1.1535678401395588,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-15,4.0,599.6,149.9,6,15,1,2023,1,1,1.0,2.0,2.0,1.0,3.857143,2.6095064,4.857143,3.817254,1.1535678401395588,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-16,2.0,299.26,149.63,0,16,1,2023,1,0,4.0,7.0,3.0,1.0,4.142857,2.4784787,4.964286,3.7464268,1.1514900328224293,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-18,1.0,57.17,57.17,2,18,1,2023,1,0,2.0,4.0,5.0,2.0,3.4285715,2.2253945,5.0,3.7118428,0.43998693404785433,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-20,2.0,299.8,149.9,4,20,1,2023,1,0,1.0,7.0,3.0,1.0,3.0,2.380476,4.964286,3.7464268,1.1817602751585712,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-21,1.0,149.9,149.9,5,21,1,2023,1,1,2.0,1.0,6.0,2.0,2.2857144,1.6035675,5.0,3.7118428,1.1817602751585712,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-26,2.0,299.8,149.9,3,26,1,2023,1,0,1.0,5.0,5.0,5.0,2.2857144,1.6035675,4.964286,3.7464268,1.1817602751585712,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-27,1.0,149.9,149.9,4,27,1,2023,1,0,2.0,1.0,13.0,1.0,1.8571428,1.069045,4.857143,3.7880347,1.1817602751585712,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
1,001829cb707d,2023-01-28,2.0,299.8,149.9,5,28,1,2023,1,1,1.0,4.0,2.0,6.0,1.8571428,1.069045,4.857143,3.7880347,1.1817602751585712,СЛИВКИ,СЛИВКИ,СЛИВКИ ПИТЬЕВЫЕ,0.5,Div1,Format-1,City1,1500
