date,item_id,normal_price,price,quantity,store_id
2023-08-28,76c18abd8f7c,539.0,380.0,1.0,1
2023-08-29,76c18abd8f7c,539.0,380.0,1.0,1
2023-09-03,389412076801,189.0,100.0,4.0,1
2023-09-03,dd94e2bc5601,169.0,100.0,1.0,1
2023-09-03,3a95d538a917,229.0,120.0,1.0,1
2023-09-03,d63b63612407,169.0,120.0,6.0,1
2023-09-03,bc2f82a22e11,189.0,120.0,6.0,1
2023-09-03,e7ff6ea67040,229.0,130.0,1.0,1
2023-09-03,44c942fe217c,549.0,240.0,1.0,1
2023-09-03,a9d8c085adc0,569.0,300.0,3.0,1
2023-09-03,fb45888e228e,589.0,320.0,18.0,1
2023-09-03,17abde81f33d,479.0,330.0,1.0,1
2023-09-03,4849cb059ba3,569.0,380.0,1.0,1
2023-09-03,f049b16ba53a,749.0,380.0,1.0,1
2023-09-03,76c18abd8f7c,539.0,390.0,1.0,1
2023-09-03,9f45a49e5ee4,899.0,630.0,1.0,1
2023-09-04,389412076801,189.0,100.0,6.0,1
2023-09-04,0e39cf5d57c1,159.0,100.0,3.0,1
2023-09-04,3a95d538a917,229.0,120.0,3.0,1
2023-09-04,d63b63612407,169.0,120.0,9.0,1
2023-09-04,bc2f82a22e11,189.0,120.0,11.0,1
2023-09-04,f0c2857afa61,199.0,120.0,4.0,1
2023-09-04,44c942fe217c,195.0,240.0,11.0,1
2023-09-04,e60d890f2812,389.0,270.0,1.0,1
2023-09-04,a9d8c085adc0,270.0,300.0,32.0,1
2023-09-04,fb45888e228e,589.0,320.0,21.0,1
2023-09-04,f611e25fa53a,275.0,320.0,13.0,1
2023-09-04,17abde81f33d,479.0,330.0,3.0,1
2023-09-04,4cf0bb777594,489.0,340.0,2.0,1
2023-09-04,4849cb059ba3,569.0,380.0,7.0,1
2023-09-04,74d6ed799e21,549.0,380.0,2.0,1
2023-09-04,76c18abd8f7c,359.0,390.0,7.0,1
2023-09-04,74e52a7dd94e,990.0,499.0,1.0,1
2023-09-05,dd94e2bc5601,169.0,100.0,1.0,1
2023-09-05,3a95d538a917,229.0,120.0,2.0,1
2023-09-05,d63b63612407,169.0,120.0,2.0,1
2023-09-05,a9d8c085adc0,569.0,300.0,6.0,1
2023-09-05,17abde81f33d,479.0,330.0,2.0,1
2023-09-05,f049b16ba53a,749.0,380.0,4.0,1
2023-09-05,76c18abd8f7c,539.0,390.0,7.0,1
2023-09-06,a9d8c085adc0,569.0,300.0,2.0,1
2023-09-06,4cf0bb777594,489.0,340.0,1.0,1
2023-09-06,f049b16ba53a,749.0,380.0,2.0,1
2023-09-06,76c18abd8f7c,539.0,390.0,1.0,1
2023-09-06,9f45a49e5ee4,899.0,630.0,1.0,1
2023-09-07,95879f411e24,189.0,100.0,2.0,1
2023-09-07,389412076801,189.0,100.0,2.0,1
2023-09-07,dd94e2bc5601,169.0,100.0,1.0,1
2023-09-07,3a95d538a917,229.0,120.0,1.0,1
2023-09-07,d63b63612407,169.0,120.0,3.0,1
2023-09-07,bc2f82a22e11,189.0,120.0,2.0,1
2023-09-07,f0c2857afa61,199.0,120.0,2.0,1
2023-09-07,e7ff6ea67040,229.0,130.0,2.0,1
2023-09-07,4cf0bb777594,489.0,340.0,3.0,1
2023-09-08,d63b63612407,169.0,120.0,3.0,1
2023-09-08,bc2f82a22e11,189.0,120.0,7.0,1
2023-09-08,4cf0bb777594,489.0,340.0,4.0,1
2023-09-09,95879f411e24,189.0,100.0,4.0,1
2023-09-09,389412076801,189.0,100.0,3.0,1
2023-09-09,3a95d538a917,229.0,120.0,1.0,1
2023-09-09,d63b63612407,169.0,120.0,2.0,1
2023-09-09,bc2f82a22e11,189.0,120.0,8.0,1
2023-09-09,f0c2857afa61,199.0,120.0,1.0,1
2023-09-09,44c942fe217c,549.0,240.0,4.0,1
2023-09-09,e60d890f2812,389.0,270.0,4.0,1
2023-09-09,a9d8c085adc0,569.0,300.0,3.0,1
2023-09-09,fb45888e228e,589.0,320.0,1.0,1
2023-09-09,17abde81f33d,479.0,330.0,2.0,1
2023-09-09,4cf0bb777594,489.0,340.0,3.0,1
2023-09-09,74d6ed799e21,549.0,380.0,7.0,1
2023-09-09,f049b16ba53a,749.0,380.0,6.0,1
2023-09-09,74e52a7dd94e,990.0,499.0,2.0,1
2023-09-10,389412076801,189.0,100.0,1.0,1
2023-09-10,bc2f82a22e11,189.0,120.0,2.0,1
2023-09-10,f0c2857afa61,199.0,120.0,1.0,1
2023-09-10,e60d890f2812,389.0,270.0,1.0,1
2023-09-10,4cf0bb777594,489.0,340.0,1.0,1
2023-09-11,f611e25fa53a,579.0,320.0,2.0,1
2023-09-11,74e52a7dd94e,990.0,499.0,1.0,1
2023-09-12,389412076801,189.0,100.0,2.0,1
2023-09-12,44c942fe217c,549.0,240.0,2.0,1
2023-09-12,fb45888e228e,589.0,320.0,3.0,1
2023-09-12,17abde81f33d,479.0,330.0,1.0,1
2023-09-12,4849cb059ba3,569.0,380.0,5.0,1
2023-09-12,76c18abd8f7c,539.0,390.0,1.0,1
2023-09-13,74d6ed799e21,549.0,380.0,1.0,1
2023-09-14,389412076801,189.0,100.0,1.0,1
2023-09-14,0e39cf5d57c1,159.0,100.0,1.0,1
2023-09-14,d63b63612407,169.0,120.0,1.0,1
2023-09-14,e7ff6ea67040,229.0,130.0,2.0,1
2023-09-14,fb45888e228e,589.0,320.0,4.0,1
2023-09-14,4849cb059ba3,569.0,380.0,1.0,1
2023-09-14,74d6ed799e21,549.0,380.0,1.0,1
2023-09-14,f049b16ba53a,749.0,380.0,1.0,1
2023-09-14,74e52a7dd94e,990.0,499.0,1.0,1
2023-09-15,389412076801,189.0,100.0,1.0,1
2023-09-15,3a95d538a917,229.0,120.0,2.0,1
2023-09-15,d63b63612407,169.0,120.0,5.0,1
2023-09-15,f0c2857afa61,199.0,120.0,3.0,1
2023-09-15,e7ff6ea67040,229.0,130.0,3.0,1
2023-09-15,fb45888e228e,589.0,320.0,2.0,1
2023-09-16,95879f411e24,189.0,100.0,1.0,1
2023-09-16,389412076801,189.0,100.0,3.0,1
2023-09-16,dd94e2bc5601,169.0,100.0,12.0,1
2023-09-16,3a95d538a917,229.0,120.0,1.0,1
2023-09-16,d63b63612407,169.0,120.0,5.0,1
2023-09-16,fb45888e228e,589.0,320.0,1.0,1
2023-09-16,4849cb059ba3,569.0,380.0,1.0,1
2023-09-16,f049b16ba53a,749.0,380.0,2.0,1
2023-09-17,dd94e2bc5601,169.0,100.0,1.0,1
2023-09-17,f0c2857afa61,199.0,120.0,2.0,1
2023-09-17,e60d890f2812,389.0,270.0,1.0,1
2023-09-17,fb45888e228e,589.0,320.0,2.0,1
2023-09-17,4849cb059ba3,569.0,380.0,1.0,1
2023-09-17,f049b16ba53a,749.0,380.0,5.0,1
2023-09-18,95879f411e24,189.0,100.0,4.0,1
2023-09-18,0e39cf5d57c1,159.0,100.0,10.0,1
2023-09-18,dd94e2bc5601,169.0,100.0,10.0,1
2023-09-18,fb45888e228e,589.0,320.0,2.0,1
2023-09-18,4849cb059ba3,569.0,380.0,1.0,1
2023-09-18,f049b16ba53a,749.0,380.0,5.0,1
2023-09-18,76c18abd8f7c,539.0,390.0,1.0,1
2023-09-18,9f45a49e5ee4,899.0,630.0,1.0,1
2023-09-19,95879f411e24,189.0,100.0,1.0,1
2023-09-19,4849cb059ba3,569.0,380.0,2.0,1
2023-09-19,76c18abd8f7c,539.0,390.0,3.0,1
2023-09-20,44c942fe217c,549.0,240.0,4.0,1
2023-09-20,9f45a49e5ee4,899.0,630.0,1.0,1
2023-09-21,0e39cf5d57c1,159.0,100.0,1.0,1
2023-09-21,3a95d538a917,229.0,120.0,4.0,1
2023-09-21,f0c2857afa61,199.0,120.0,1.0,1
2023-09-21,44c942fe217c,549.0,240.0,3.0,1
2023-09-21,4849cb059ba3,569.0,380.0,2.0,1
2023-09-21,76c18abd8f7c,539.0,390.0,1.0,1
2023-09-21,74e52a7dd94e,990.0,499.0,1.0,1
2023-09-22,d63b63612407,169.0,120.0,1.0,1
2023-09-22,4cf0bb777594,489.0,340.0,2.0,1
2023-09-23,fb45888e228e,589.0,320.0,1.0,1
2023-09-23,f611e25fa53a,579.0,320.0,3.0,1
2023-09-23,17abde81f33d,479.0,330.0,1.0,1
2023-09-23,4849cb059ba3,569.0,380.0,1.0,1
2023-09-23,f049b16ba53a,749.0,380.0,2.0,1
2023-09-24,3a95d538a917,229.0,120.0,4.0,1
2023-09-24,e60d890f2812,389.0,270.0,1.0,1
2023-09-24,f611e25fa53a,579.0,320.0,6.0,1
2023-09-24,4cf0bb777594,489.0,340.0,1.0,1
2023-09-24,4849cb059ba3,569.0,380.0,1.0,1
2023-09-24,9f45a49e5ee4,899.0,630.0,1.0,1
2023-09-25,74e52a7dd94e,1390.0,490.0,6.0,1
2023-09-26,44c942fe217c,549.0,240.0,8.0,1
2023-09-26,17abde81f33d,479.0,330.0,1.0,1
2023-09-26,4849cb059ba3,569.0,380.0,1.0,1
2023-09-26,76c18abd8f7c,539.0,390.0,3.0,1
2023-09-27,95879f411e24,189.0,100.0,2.0,1
2023-09-27,3a95d538a917,229.0,120.0,1.0,1
2023-09-27,74e52a7dd94e,1390.0,490.0,1.0,1
2023-09-28,95879f411e24,189.0,100.0,2.0,1
2023-09-28,0e39cf5d57c1,159.0,100.0,1.0,1
2023-09-28,3a95d538a917,229.0,120.0,4.0,1
2023-09-28,d63b63612407,169.0,120.0,3.0,1
2023-09-28,f0c2857afa61,199.0,120.0,2.0,1
2023-09-28,e7ff6ea67040,229.0,130.0,9.0,1
2023-09-28,f611e25fa53a,579.0,320.0,1.0,1
2023-09-28,17abde81f33d,479.0,330.0,1.0,1
2023-09-28,76c18abd8f7c,539.0,390.0,1.0,1
2023-09-28,74e52a7dd94e,1390.0,490.0,1.0,1
2023-09-29,0e39cf5d57c1,159.0,100.0,2.0,1
2023-09-29,3a95d538a917,229.0,120.0,2.0,1
2023-09-29,d63b63612407,169.0,120.0,3.0,1
2023-09-29,bc2f82a22e11,189.0,120.0,1.0,1
2023-09-29,f0c2857afa61,199.0,120.0,4.0,1
2023-09-29,e7ff6ea67040,229.0,130.0,2.0,1
2023-09-29,4849cb059ba3,569.0,380.0,1.0,1
2023-09-29,9f45a49e5ee4,899.0,630.0,2.0,1
2023-09-30,95879f411e24,189.0,100.0,1.0,1
2023-09-30,3a95d538a917,229.0,120.0,2.0,1
2023-09-30,bc2f82a22e11,189.0,120.0,2.0,1
2023-09-30,f0c2857afa61,199.0,120.0,2.0,1
2023-09-30,e7ff6ea67040,229.0,130.0,3.0,1
2023-09-30,17abde81f33d,479.0,330.0,1.0,1
2023-09-30,76c18abd8f7c,539.0,390.0,1.0,1
2023-09-30,9f45a49e5ee4,899.0,630.0,1.0,1
2023-10-02,bc2f82a22e11,189.0,100.0,10.0,1
2023-10-02,dd94e2bc5601,169.0,100.0,6.0,1
2023-10-02,d63b63612407,169.0,110.0,3.0,1
2023-10-02,3a95d538a917,229.0,120.0,7.0,1
2023-10-02,95879f411e24,189.0,120.0,2.0,1
2023-10-02,f0c2857afa61,199.0,120.0,2.0,1
2023-10-02,0e39cf5d57c1,159.0,120.0,5.0,1
2023-10-02,e7ff6ea67040,229.0,160.0,14.0,1
2023-10-02,4cf0bb777594,489.0,370.0,1.0,1
2023-10-03,dd94e2bc5601,169.0,100.0,2.0,1
2023-10-03,d63b63612407,169.0,110.0,7.0,1
2023-10-03,3a95d538a917,229.0,120.0,3.0,1
2023-10-03,95879f411e24,189.0,120.0,6.0,1
2023-10-03,f0c2857afa61,199.0,120.0,5.0,1
2023-10-03,0e39cf5d57c1,159.0,120.0,10.0,1
2023-10-03,e7ff6ea67040,229.0,160.0,39.0,1
2023-10-03,e60d890f2812,389.0,270.0,1.0,1
2023-10-04,95879f411e24,189.0,120.0,2.0,1
2023-10-04,44c942fe217c,549.0,250.0,1.0,1
2023-10-04,fb45888e228e,589.0,330.0,1.0,1
2023-10-04,17abde81f33d,479.0,340.0,1.0,1
2023-10-05,bc2f82a22e11,189.0,100.0,5.0,1
2023-10-05,389412076801,189.0,100.0,2.0,1
2023-10-05,dd94e2bc5601,169.0,100.0,4.0,1
2023-10-05,d63b63612407,169.0,110.0,2.0,1
2023-10-05,3a95d538a917,229.0,120.0,1.0,1
2023-10-05,f0c2857afa61,199.0,120.0,1.0,1
2023-10-05,0e39cf5d57c1,159.0,120.0,2.0,1
2023-10-05,e7ff6ea67040,229.0,160.0,3.0,1
2023-10-05,fb45888e228e,589.0,330.0,1.0,1
2023-10-06,bc2f82a22e11,189.0,100.0,5.0,1
2023-10-06,389412076801,189.0,100.0,1.0,1
2023-10-06,dd94e2bc5601,169.0,100.0,7.0,1
2023-10-06,d63b63612407,169.0,110.0,8.0,1
2023-10-06,3a95d538a917,229.0,120.0,1.0,1
2023-10-06,95879f411e24,189.0,120.0,4.0,1
2023-10-06,f0c2857afa61,199.0,120.0,3.0,1
2023-10-06,0e39cf5d57c1,159.0,120.0,6.0,1
2023-10-06,e7ff6ea67040,229.0,160.0,2.0,1
2023-10-06,e60d890f2812,389.0,270.0,2.0,1
2023-10-06,74d6ed799e21,549.0,370.0,2.0,1
2023-10-06,4cf0bb777594,489.0,370.0,1.0,1
2023-10-06,4849cb059ba3,569.0,380.0,1.0,1
2023-10-07,bc2f82a22e11,189.0,100.0,2.0,1
2023-10-07,389412076801,189.0,100.0,1.0,1
2023-10-07,dd94e2bc5601,169.0,100.0,5.0,1
2023-10-07,f0c2857afa61,199.0,120.0,5.0,1
2023-10-07,0e39cf5d57c1,159.0,120.0,1.0,1
2023-10-07,e7ff6ea67040,229.0,160.0,6.0,1
2023-10-07,e60d890f2812,389.0,270.0,2.0,1
2023-10-07,4cf0bb777594,489.0,370.0,2.0,1
2023-10-07,4849cb059ba3,569.0,380.0,1.0,1
2023-10-07,f049b16ba53a,749.0,380.0,1.0,1
2023-10-07,68e23e669702,699.0,400.0,3.0,1
2023-10-07,9f45a49e5ee4,899.0,620.0,1.0,1
2023-10-08,bc2f82a22e11,189.0,100.0,1.0,1
2023-10-08,389412076801,189.0,100.0,4.0,1
2023-10-08,dd94e2bc5601,169.0,100.0,3.0,1
2023-10-08,95879f411e24,189.0,120.0,1.0,1
2023-10-08,e60d890f2812,389.0,270.0,3.0,1
2023-10-08,a9d8c085adc0,569.0,330.0,2.0,1
2023-10-08,4849cb059ba3,569.0,380.0,1.0,1
2023-10-08,f049b16ba53a,749.0,380.0,1.0,1
2023-10-09,389412076801,189.0,100.0,3.0,1
2023-10-09,dd94e2bc5601,169.0,100.0,3.0,1
2023-10-09,3a95d538a917,229.0,120.0,2.0,1
2023-10-09,6d38b982dc71,499.0,250.0,1.0,1
2023-10-09,e60d890f2812,389.0,270.0,4.0,1
2023-10-09,4849cb059ba3,569.0,380.0,5.0,1
2023-10-09,f049b16ba53a,749.0,380.0,5.0,1
2023-10-10,dd94e2bc5601,169.0,100.0,1.0,1
2023-10-10,3a95d538a917,229.0,120.0,1.0,1
2023-10-10,95879f411e24,189.0,120.0,5.0,1
2023-10-10,e5cebf9a2793,479.0,250.0,1.0,1
2023-10-10,e60d890f2812,389.0,270.0,1.0,1
2023-10-10,a9d8c085adc0,569.0,330.0,1.0,1
2023-10-10,74d6ed799e21,549.0,370.0,2.0,1
2023-10-10,4849cb059ba3,569.0,380.0,3.0,1
2023-10-10,9f45a49e5ee4,899.0,620.0,1.0,1
2023-10-11,a9d8c085adc0,569.0,330.0,1.0,1
2023-10-11,74d6ed799e21,549.0,370.0,2.0,1
2023-10-12,3a95d538a917,229.0,120.0,2.0,1
2023-10-12,e7ff6ea67040,229.0,160.0,2.0,1
2023-10-12,f049b16ba53a,749.0,380.0,2.0,1
2023-10-12,68e23e669702,699.0,400.0,2.0,1
2023-10-13,e60d890f2812,389.0,270.0,3.0,1
2023-10-14,389412076801,189.0,100.0,3.0,1
2023-10-14,d63b63612407,169.0,110.0,1.0,1
2023-10-14,3a95d538a917,229.0,120.0,2.0,1
2023-10-14,0e39cf5d57c1,159.0,120.0,2.0,1
2023-10-14,e5cebf9a2793,479.0,250.0,1.0,1
2023-10-14,44c942fe217c,549.0,250.0,3.0,1
2023-10-14,f611e25fa53a,579.0,320.0,1.0,1
2023-10-14,74d6ed799e21,549.0,370.0,1.0,1
2023-10-14,4849cb059ba3,569.0,380.0,1.0,1
2023-10-14,f049b16ba53a,749.0,380.0,1.0,1
2023-10-15,bc2f82a22e11,189.0,100.0,3.0,1
2023-10-15,389412076801,189.0,100.0,1.0,1
2023-10-15,d63b63612407,169.0,110.0,5.0,1
2023-10-15,3a95d538a917,229.0,120.0,2.0,1
2023-10-15,95879f411e24,189.0,120.0,6.0,1
2023-10-15,0e39cf5d57c1,159.0,120.0,7.0,1
2023-10-15,e5cebf9a2793,479.0,250.0,1.0,1
2023-10-15,e60d890f2812,389.0,270.0,1.0,1
2023-10-15,f611e25fa53a,579.0,320.0,1.0,1
2023-10-15,74d6ed799e21,549.0,370.0,9.0,1
2023-10-15,4cf0bb777594,489.0,370.0,2.0,1
2023-10-15,4849cb059ba3,569.0,380.0,1.0,1
2023-10-15,68e23e669702,699.0,400.0,5.0,1
2023-10-16,bc2f82a22e11,189.0,100.0,1.0,1
2023-10-16,d63b63612407,169.0,110.0,1.0,1
2023-10-16,3a95d538a917,229.0,120.0,5.0,1
2023-10-16,0e39cf5d57c1,159.0,120.0,5.0,1
2023-10-16,4849cb059ba3,569.0,380.0,4.0,1
2023-10-17,bc2f82a22e11,189.0,100.0,1.0,1
2023-10-17,d63b63612407,169.0,110.0,1.0,1
2023-10-17,95879f411e24,189.0,120.0,2.0,1
2023-10-17,f0c2857afa61,199.0,120.0,1.0,1
2023-10-17,e7ff6ea67040,229.0,160.0,1.0,1
2023-10-17,4849cb059ba3,569.0,380.0,1.0,1
2023-10-18,d63b63612407,169.0,110.0,2.0,1
2023-10-18,f0c2857afa61,199.0,120.0,1.0,1
2023-10-19,bc2f82a22e11,189.0,100.0,1.0,1
2023-10-19,389412076801,189.0,100.0,3.0,1
2023-10-19,d63b63612407,169.0,110.0,2.0,1
2023-10-19,f0c2857afa61,199.0,120.0,4.0,1
2023-10-19,6d38b982dc71,499.0,250.0,1.0,1
2023-10-20,bc2f82a22e11,189.0,100.0,6.0,1
2023-10-20,d63b63612407,169.0,110.0,2.0,1
2023-10-20,f0c2857afa61,199.0,120.0,2.0,1
2023-10-20,e7ff6ea67040,229.0,160.0,5.0,1
2023-10-20,6d38b982dc71,499.0,250.0,4.0,1
2023-10-21,389412076801,189.0,100.0,1.0,1
2023-10-21,3a95d538a917,229.0,120.0,3.0,1
2023-10-21,f0c2857afa61,199.0,120.0,5.0,1
2023-10-21,e7ff6ea67040,229.0,160.0,3.0,1
2023-10-21,44c942fe217c,549.0,250.0,2.0,1
2023-10-22,389412076801,189.0,100.0,4.0,1
2023-10-22,d63b63612407,169.0,110.0,1.0,1
2023-10-22,f0c2857afa61,199.0,120.0,6.0,1
2023-10-22,fb45888e228e,589.0,330.0,2.0,1
