store_id,item_id,avg_daily_forecast,std_daily_forecast,unit_price,total_actual_sales,total_predicted_sales,safety_stock,reorder_point,eoq,current_stock,days_of_supply,risk_level,quadrant,recommended_action,stockout_score,overstock_score,revenue_at_risk,locked_capital
0,0063a7918c2c,2.9348194546020974,0.8297191935048038,433.4463636363636,25.0,32.28301400062307,4.0,25.0,36.0,15.0,5.1110469424204155,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,66.7,0.0,2402.912289140291,0.0
0,00652f8135a7,1.1908346968349726,0.1059723375358769,1449.9,2.0,2.381669393669945,1.0,10.0,13.0,6.0,5.0384826844119806,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,67.2,0.0,3386.7385885871877,0.0
0,0070437f5c2f,0.764025706151219,0.16969782473631143,146.1525,4.99,3.056102824604876,1.0,7.0,31.0,6.0,7.853138908407954,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,46.1,6.4,0.0,0.0
0,00727e9b17f7,1.5134039816162044,0.17780795076593126,1383.9133333333334,25.934,22.701059724243066,1.0,12.0,15.0,15.0,9.911431568972814,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,30.7,21.8,0.0,0.0
0,0073355d1f47,1.879528944468739,0.27150297906984255,149.28833333333333,46.0,45.108694667249736,2.0,16.0,48.0,18.0,9.576867678985288,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,33.2,19.3,0.0,0.0
0,00773a26d0f6,2.874465729355472,0.32735542095857434,109.05565217391305,71.0,66.11271177517585,2.0,23.0,70.0,18.0,6.262033259320178,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,58.0,0.0,231.33540423453056,0.0
0,0079263a8967,1.5319789129128014,0.010071516667524483,272.9,2.0,3.063957825825603,1.0,12.0,33.0,18.0,11.749508983629555,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,16.9,35.6,0.0,0.0
0,007d271e10ee,1.051538051826311,0.01926721312942823,196.0,4.0,4.206152207305244,1.0,9.0,32.0,5.0,4.754939672716552,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,69.3,0.0,462.71020710569877,0.0
0,007ea45f8e2a,1.7825353936625843,0.19916745835764532,94.18583333333333,19.0,21.39042472395101,1.0,14.0,59.0,11.0,6.170985462116545,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,58.7,0.0,139.18290382123652,0.0
0,0082d7c4d384,6.303639014411696,1.8661700296899575,317.87111111111113,180.142,170.1982533891158,9.0,54.0,61.0,51.0,8.090564812388722,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,44.3,8.2,0.0,0.0
0,00963f5677a0,0.9497430300317835,0.1393412468904284,1276.0925,4.0,3.798972120127134,1.0,8.0,12.0,9.0,9.476247485279057,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,33.9,18.6,0.0,0.0
0,009788312f95,3.307921797879905,0.7200670578390301,66.25800000000001,67.0,66.1584359575981,4.0,28.0,96.0,50.0,15.115230363682032,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,60.9,0.0,1457.6760000000002
0,009e9405250a,1.2588010628321304,0.1,198.0,2.0,1.2588010628321304,1.0,10.0,35.0,6.0,4.766440208193676,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,69.3,0.0,556.6982730853327,0.0
0,00a2fd4d1f78,1.6029984035118257,0.4592513140497733,204.9,2.0,3.2059968070236513,3.0,15.0,38.0,19.0,11.852787849554357,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,16.1,36.4,0.0,0.0
0,00aa2e81eb9a,12.706812624918427,3.1511166456499202,374.7982142857143,370.697,355.79075349771597,14.0,103.0,79.0,143.0,11.253805672680878,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,20.6,31.9,0.0,0.0
0,00aa37841bff,2.8031260257298465,0.8607047816641364,121.65375,51.0,44.850016411677544,4.0,24.0,65.0,8.0,2.8539565922360017,CRITICAL STOCKOUT,Reorder now 🚨,Raise a replenishment order before stock runs out.,83.6,0.0,1413.8455492684263,0.0
0,00adb43fcab3,1.5962005704456101,0.14869821505756362,3163.982,6.0,7.981002852228051,1.0,13.0,10.0,19.0,11.90326601292705,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,15.7,36.8,0.0,0.0
0,00b50d9ec10d,3.5305916405006297,0.5413974592780214,48.965199999999996,100.0,88.26479101251574,3.0,28.0,115.0,16.0,4.531818354878118,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,71.0,0.0,426.68968056809,0.0
0,00bdc160ccb8,0.94187717751703,0.1,429.9,1.0,0.94187717751703,1.0,8.0,20.0,3.0,3.1851286681651834,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,81.1,0.0,1544.6909903019985,0.0
0,00da1772d972,0.9670100957513788,0.046462672547994514,399.9,2.0,1.9340201915027575,1.0,8.0,22.0,17.0,17.57996123793391,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,79.3,0.0,3599.1
0,00e42e092ba1,1.6634384190153764,0.30205735762105557,159.9,8.0,9.980630514092258,2.0,14.0,44.0,30.0,18.034932737550704,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,82.8,0.0,2558.4
0,00f367681933,23.061240582879325,3.9531392040659052,68.87153846153846,328.0,299.7961275774312,18.0,180.0,248.0,328.0,14.222998924156203,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,54.2,0.0,10192.987692307692
0,00fcde74daa6,3.5387699731954623,0.5793677666277953,171.9557142857143,66.0,74.31416943710471,3.0,28.0,62.0,23.0,6.499433468186491,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,56.3,0.0,304.6006004642175,0.0
0,0105424d1eac,9.31720367949459,3.7651033422743776,674.0073684210525,196.0,177.0268699103972,17.0,83.0,51.0,33.0,3.5418352045503507,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,78.4,0.0,21716.80437351894,0.0
0,010731812ffe,1.5280397244635668,0.2366226259540666,66.97250000000001,15.0,18.3364766935628,2.0,13.0,65.0,21.0,13.74309820863607,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,1.9,50.6,0.0,0.0
0,0108ca60c87c,1.3329281619915012,0.05284886198671376,653.65,6.0,5.331712647966005,1.0,11.0,20.0,12.0,9.00273573788931,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,37.5,15.0,0.0,0.0
0,010c999f1acf,1.682414955067022,0.1554595407376527,77.98,10.0,11.776904685469153,1.0,13.0,63.0,6.0,3.5663021075326684,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,78.3,0.0,450.48302737288464,0.0
0,010e12e54155,1.3384362866701194,0.19373381048164942,158.1375,5.0,5.3537451466804775,1.0,11.0,40.0,14.0,10.459967455627226,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,26.6,25.9,0.0,0.0
0,010f5a916784,0.6295815298607726,0.11469464144593157,1113.7233333333334,1.461,1.888744589582318,1.0,6.0,11.0,2.0,3.1767132692763167,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,81.2,0.0,2680.8108136248084,0.0
0,0112f3169ee1,1.6716304724162885,0.09799010000688602,79.72800000000001,16.0,16.716304724162885,1.0,13.0,62.0,27.0,16.151895078206106,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,68.6,0.0,1116.192
0,011ba7bb85b6,1.0825157355292219,0.13287844635160143,799.9,3.0,2.1650314710584437,1.0,9.0,16.0,7.0,6.466418704369069,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,56.5,0.0,462.0303579487716,0.0
0,012ba0c889ca,0.7805796834457518,0.1,499.9,1.0,0.7805796834457518,1.0,7.0,17.0,11.0,14.092091087282917,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,53.2,0.0,1999.6
0,01308b300317,1.4724243656983989,0.18255957541800638,59.859,13.0,14.724243656983989,1.0,12.0,68.0,10.0,6.791520320472834,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,54.1,0.0,18.374950744383227,0.0
0,013ec8607a16,1.2309998751752962,0.11819785761958158,196.95,4.0,4.923999500701185,1.0,10.0,34.0,13.0,10.56052097336629,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,25.8,26.7,0.0,0.0
0,0142ad48bd95,1.7888606698107974,0.32660578042986776,132.96625,12.0,14.310885358486379,2.0,15.0,50.0,20.0,11.180300588818548,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,21.1,31.4,0.0,0.0
0,01454183ddb5,0.9131335506516216,0.1,459.9,1.0,0.9131335506516216,1.0,8.0,20.0,5.0,5.475650299380575,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,63.9,0.0,640.1508396127656,0.0
0,0149de74eade,1.560767491785966,0.19290758435636762,998.786875,27.0,24.972279868575455,1.0,12.0,17.0,26.0,16.65847100021832,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,72.4,0.0,13983.01625
0,014b7344e6bc,1.130065704639338,0.12287515894158195,999.9,6.0,6.7803942278360285,1.0,9.0,15.0,16.0,14.158468781340835,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,53.7,0.0,6999.3
0,014b98a94424,2.1048588008881723,0.29722693753336715,77.42882352941176,34.0,35.78259961509893,2.0,17.0,71.0,36.0,17.10328502073837,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,75.8,0.0,1471.1476470588234
0,01574a57789e,2.5043949483230588,0.42968536497747534,154.41666666666666,46.0,45.079109069815054,2.0,20.0,55.0,40.0,15.971921691817808,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,67.3,0.0,3088.333333333333
0,015c6eeee6e2,1.5893964587136262,0.23656487110411886,164.89055555555558,26.0,28.60913625684527,2.0,14.0,42.0,20.0,12.583392828361369,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,10.6,41.9,0.0,0.0
0,016796a1ad17,1.906017490561739,0.025168011293582083,14.705,5.0,3.812034981123478,1.0,15.0,154.0,31.0,16.264278871262466,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,69.5,0.0,235.28
0,0167fc0b7d9f,1.1891628124356228,0.2633386966031614,502.575,11.0,11.89162812435623,2.0,11.0,21.0,5.0,4.20463871533208,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,73.5,0.0,1670.6295032188318,0.0
0,01681559b1bb,1.7830467071121145,0.2685516121114506,83.52842105263159,32.0,33.87788743513018,2.0,15.0,63.0,9.0,5.0475402377858725,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,67.1,0.0,290.7897432834986,0.0
0,01688308168b,1.0807308536824571,0.12298325927607423,219.9,6.0,5.403654268412286,1.0,9.0,30.0,3.0,2.775899281285317,CRITICAL STOCKOUT,Reorder now 🚨,Raise a replenishment order before stock runs out.,84.2,0.0,1003.8690030734061,0.0
0,0185e6e2a60f,2.8672410624109617,0.1,429.89,0.56,2.8672410624109617,1.0,22.0,35.0,19.0,6.626579205036765,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,55.3,0.0,460.2778222389383,0.0
0,01a230c82f38,1.677455980794287,0.17136459116182715,176.5666666666667,4.0,5.032367942382861,1.0,13.0,42.0,13.0,7.749830784736544,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,46.9,5.6,0.0,0.0
0,01a24f279601,1.3211810504866293,0.09841607165796287,122.3625,4.0,5.284724201946517,1.0,11.0,45.0,9.0,6.8120868042158484,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,53.9,0.0,30.37861403119123,0.0
0,01a2ca72b7df,2.419753466701607,0.7112521094557774,56.90304347826087,56.0,55.654329734136965,4.0,21.0,89.0,40.0,16.530609646992033,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,71.5,0.0,1081.1578260869564
0,01a9b1ad0c23,1.3356735045665893,0.10217187578556834,106.0,3.0,2.6713470091331786,1.0,11.0,48.0,11.0,8.235545559892927,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,43.2,9.3,0.0,0.0
0,01b05fee7ec4,1.2540298821680265,0.08437844993314025,149.0,4.0,5.016119528672106,1.0,10.0,40.0,8.0,6.379433308374773,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,57.2,0.0,115.95316710125155,0.0
0,01b4bbd6cefc,1.0921257216978444,0.015899976348001627,349.9,2.0,2.1842514433956888,1.0,9.0,24.0,12.0,10.987745972455,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,22.6,29.9,0.0,0.0
0,01b92c4fddb6,3.092973233418767,0.5054929951729447,73.7884,78.0,77.32433083546918,3.0,25.0,88.0,13.0,4.203075493683036,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,73.5,0.0,638.3296229575815,0.0
0,01c1e9f5775d,3.2299789282133977,0.4295720062713762,170.62192307692308,86.0,83.97945213354834,2.0,25.0,59.0,46.0,14.241578976939035,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,54.3,0.0,3583.060384615385
0,01c5132661ff,1.2530275497819623,0.011537667858831526,259.9,3.0,3.7590826493458867,1.0,10.0,30.0,4.0,3.1922681992874256,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,81.1,0.0,1240.033021318324,0.0
0,01ca6a43c84f,1.681561949611271,0.39559885249159443,199.9,4.0,5.044685848833813,2.0,14.0,40.0,31.0,18.435241120415643,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,85.8,0.0,3398.3
0,01cef05eaf52,1.6192071617553396,0.1066429461798598,189.9,2.0,3.2384143235106793,1.0,13.0,40.0,23.0,14.20448262782281,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,54.0,0.0,1899.0
0,01e6b8e05725,7.476487515727077,0.796353702215546,158.9992857142857,198.0,209.34165044035814,4.0,57.0,93.0,35.0,4.681342666108405,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,69.9,0.0,2756.318222566658,0.0
0,01e7b53ac963,1.4752235408257555,0.1,149.9,1.0,1.4752235408257555,1.0,12.0,43.0,3.0,2.0335901081952312,CRITICAL STOCKOUT,Reorder now 🚨,Raise a replenishment order before stock runs out.,89.7,0.0,1098.2520613884653,0.0
0,01ea0d7a1682,0.6198734980077738,0.18184440630089774,733.13,1.5580001,1.8596204940233214,1.0,6.0,13.0,11.0,17.74555620679568,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,80.6,0.0,3665.65
0,01ee8ce4e3c3,1.431607067829997,0.2079169843101287,127.37714285714286,22.0,20.042498949619958,1.0,12.0,46.0,20.0,13.970313816846142,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,0.2,52.3,0.0,0.0
0,01effd394110,2.9233437457718785,0.5746936421399746,69.84,23.0,43.850156186578175,3.0,24.0,88.0,40.0,13.682961525771036,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,2.4,50.1,0.0,0.0
0,01f3310400c5,1.4964457529129784,0.20223680028104252,118.0575,26.0,23.943132046607655,1.0,12.0,49.0,21.0,14.03325176279958,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,52.7,0.0,1062.5175
0,01f42a346649,2.0984574140403733,0.3755968603165178,330.37555555555554,17.0,18.886116726363362,2.0,17.0,35.0,6.0,2.8592431563562637,CRITICAL STOCKOUT,Reorder now 🚨,Raise a replenishment order before stock runs out.,83.6,0.0,2870.6999044795057,0.0
0,01f5d296eafa,1.3032902598430043,0.14425142540771438,79.9,3.0,2.6065805196860086,1.0,11.0,55.0,11.0,8.44017663519182,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,41.7,10.8,0.0,0.0
0,01f6eaea616b,1.5354393733703848,0.20709919613044048,338.4614285714286,17.0,21.496151227185386,1.0,12.0,29.0,6.0,3.9076762678226933,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,75.7,0.0,1607.0404551417453,0.0
0,01f71119db72,1.2904922505542653,0.20920595418109186,173.23333333333335,4.0,3.871476751662796,1.0,11.0,37.0,22.0,17.04775831900658,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,75.4,0.0,1905.5666666666668
0,01f8a341fe43,4.043512917800572,0.5245162916402116,89.13680000000001,96.0,101.0878229450143,3.0,32.0,91.0,47.0,11.623556287676008,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,17.8,34.7,0.0,0.0
0,01fecb3e94af,1.7808336726609815,0.30577284776868024,114.34444444444446,12.0,16.027503053948834,2.0,15.0,54.0,13.0,7.299951814463932,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,50.3,2.2,0.0,0.0
0,0200c664bc02,1.4483755765739676,0.11208726091515037,108.0,12.0,13.035380189165709,1.0,12.0,50.0,4.0,2.761714616495898,CRITICAL STOCKOUT,Reorder now 🚨,Raise a replenishment order before stock runs out.,84.3,0.0,662.9719358899197,0.0
0,02018797e2ca,1.2168829610895422,0.21480300417096826,1124.9,2.0,2.4337659221790844,1.0,10.0,15.0,9.0,7.3959454506140885,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,49.5,3.0,0.0,0.0
0,020285b5870d,1.8106932812116747,0.2663462796384885,194.8814285714286,11.0,12.674852968481723,2.0,15.0,42.0,13.0,7.179570463364561,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,51.2,1.3,0.0,0.0
0,020a552cc4b1,1.0733944665446118,0.06182831401730129,133.3857142857143,9.0,7.513761265812283,1.0,9.0,39.0,15.0,13.97435935019009,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,0.2,52.3,0.0,0.0
0,020b151fb4fd,1.1393887644992418,0.1,289.9,1.0,1.1393887644992418,1.0,9.0,27.0,14.0,12.287289848915583,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,12.8,39.7,0.0,0.0
0,0216de8ab4ec,2.0376385156306105,0.2956374632673389,91.18083333333334,23.0,24.451662187567326,2.0,17.0,64.0,34.0,16.68598219909366,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,72.6,0.0,1550.0741666666668
0,0217891abe14,1.9055575228038382,0.21429397949195123,69.58214285714287,21.0,26.677805319253736,1.0,15.0,71.0,18.0,9.446054388069477,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,34.2,18.3,0.0,0.0
0,021df027fac1,1.3768769480537766,0.18002455301770218,193.496,14.0,13.768769480537767,1.0,11.0,37.0,5.0,3.63140657345417,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,77.8,0.0,897.4612735842949,0.0
0,021e0d49cd97,1.0618982894308635,0.16643449631133114,282.7571428571428,8.0,7.4332880260160445,1.0,9.0,27.0,15.0,14.125646636119379,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,53.4,0.0,1696.542857142857
0,021e10e8cbf6,1.6288902565456937,0.1375260649838064,79.32066666666668,24.0,24.433353848185405,1.0,13.0,62.0,23.0,14.120042714709923,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,53.4,0.0,793.2066666666668
0,022092f304ba,1.2834879157033228,0.10517302545870597,41.0,13.0,11.551391241329904,1.0,10.0,76.0,14.0,10.907777025955333,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,23.2,29.3,0.0,0.0
0,02238a698128,1.489535152128413,0.451094548870131,94.9,5.0,2.979070304256826,2.0,13.0,54.0,23.0,15.441058888160544,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,63.3,0.0,949.0
0,022484797ecc,1.3984700069753804,0.29570101881676564,420.0,2.0,2.7969400139507608,2.0,12.0,25.0,15.0,10.726007654924322,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,24.6,27.9,0.0,0.0
0,0226b11d6269,13.528549651774123,4.558757161882297,83.55607142857143,338.0,378.7993902496754,20.0,115.0,172.0,144.0,10.644156521324957,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,25.2,27.3,0.0,0.0
0,02288b9235a3,1.3835687847389342,0.1286014432504721,184.04000000000002,3.0,2.7671375694778684,1.0,11.0,38.0,12.0,8.673222562089157,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,40.0,12.5,0.0,0.0
0,022b0789d20d,1.3152701043072068,0.15779855331672688,148.26200000000003,20.0,19.729051564608103,1.0,11.0,41.0,3.0,2.2809003186308963,CRITICAL STOCKOUT,Reorder now 🚨,Raise a replenishment order before stock runs out.,87.9,0.0,920.2460334335658,0.0
0,0231e1e4d5ae,1.2810340018771391,0.12521303020971428,1398.95,5.934,6.405170009385696,1.0,10.0,13.0,5.0,3.9030970237115827,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,75.7,0.0,5549.9676184821665,0.0
0,023861d4f02f,1.7386948693256996,0.3953052681667373,86.913,21.0,17.386948693256997,2.0,15.0,61.0,4.0,2.300576179621028,CRITICAL STOCKOUT,Reorder now 🚨,Raise a replenishment order before stock runs out.,87.7,0.0,710.1543102439316,0.0
0,023b5a32ff33,1.786222391297487,0.24479189924506303,94.30368421052631,28.0,33.93822543465225,2.0,15.0,59.0,23.0,12.87633617855004,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,8.4,44.1,0.0,0.0
0,023e2d36b760,0.7050749371203842,0.027265870076032782,1699.45,2.0,1.4101498742407683,1.0,6.0,9.0,5.0,7.091444805031132,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,51.8,0.7,0.0,0.0
0,0241aa015268,0.564204566888039,0.10846121805165612,889.0429166666667,11.184,13.540909605312935,1.0,5.0,11.0,7.0,12.406847464226718,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,11.9,40.6,0.0,0.0
0,02449bc5f33c,11.491706874621991,1.4479379501372112,109.12714285714286,317.0,321.76779248941574,7.0,88.0,139.0,178.0,15.48943093850496,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,63.7,0.0,9821.442857142858
0,0262174beaaa,11.583972534952403,1.9921390336828182,57.55571428571428,311.0,324.3512309786673,9.0,91.0,192.0,64.0,5.524874977637623,MEDIUM RISK (REORDER),Watch / volatile ⚠️,Investigate — demand is erratic; review manually.,63.6,0.0,983.5009803212596,0.0
0,0264678a202b,1.3152913788010383,0.1492986883048419,178.894,5.0,6.576456894005192,1.0,11.0,37.0,12.0,9.123453702660678,BALANCED INVENTORY,Healthy ✅,No action needed; leave as is.,36.6,15.9,0.0,0.0
0,027a847a5c97,1.1022669030038308,0.0009855053152587826,132.8,3.0,3.306800709011492,1.0,9.0,39.0,16.0,14.515540615796203,HIGH OVERSTOCK,Markdown / clear 🏷️,Promote or discount to free up capital.,0.0,56.4,0.0,929.6000000000001
