item_id,date,store_id
f68cb5ff0ca5,2019-10-17,1
3a4698a8b016,2019-10-17,1
e3f1ea117aa2,2019-10-17,1
c296048d49bd,2019-10-17,1
41919e40d738,2023-12-04,1
e08d0bf869d2,2024-08-16,1
06960fd339df,2019-10-17,1
956a0e490f75,2020-12-28,1
3099790ac0cd,2019-12-19,1
53980d452f12,2019-10-17,1
821c8a056370,2023-11-20,1
45c8f54d2563,2019-10-17,1
671c63c3a795,2019-10-17,1
4fb34eceec0b,2020-03-04,1
343514e6bbe7,2019-10-17,1
91d83ebc6238,2019-10-17,1
b55a901fb8ff,2019-10-17,1
eed1e659c9e7,2019-10-17,1
29bcb787d8b1,2019-10-17,1
39b46793f326,2019-10-17,1
97c0030ce843,2019-10-17,1
0a7a1298f428,2019-10-17,1
f277492f1706,2019-10-17,1
2bf8e88dbbd9,2019-10-17,1
40c0a6a21413,2019-10-17,1
9f639a2ff0c3,2019-10-17,1
ae0ad3373eca,2019-10-17,1
4a02512090e8,2019-10-17,1
4eb71e27f4c5,2024-09-24,1
1ad5c7e3eb64,2023-11-16,1
8b802d186548,2024-09-09,1
3fcc722fa5bf,2023-12-12,1
6677b2fd619b,2020-06-29,1
223099c9b17d,2024-09-18,1
ace84a131e74,2019-10-17,1
429dcc2a932c,2024-07-14,1
b6a16fd572b2,2019-10-17,1
beb96267ee32,2019-10-17,1
49ba8162fea0,2024-06-18,1
4512b18a0c10,2024-02-12,1
26dade6734b3,2019-10-17,1
5875ad765801,2024-04-10,1
8cf35712c585,2019-10-17,1
f530596ff8f4,2019-10-17,1
16e8bd0a831f,2019-10-17,1
bd2cf9cc0ab4,2019-10-17,1
46ce134124f2,2019-10-17,1
8e50b79d3001,2019-10-17,1
50baa065beef,2024-07-14,1
7644acd14b07,2019-10-17,1
7828df81f2d0,2019-10-17,1
08cdce6118fe,2019-10-17,1
b16531eaa3dd,2023-12-14,1
f6c619cdccf3,2019-10-17,1
e884ebd4a244,2019-10-17,1
8a05cec5a9a8,2024-07-23,1
e61ce10aa786,2019-10-17,1
3a38cb1c2440,2019-10-17,1
2272be3a520d,2019-10-17,1
c5e18a86c28d,2019-10-17,1
f00ee6c59887,2024-08-12,1
494e0834cfa5,2019-10-17,1
e43c31d8d573,2022-08-25,1
a6d7eb9cad96,2022-08-25,1
6a79b34e5dd5,2019-10-17,1
f044b93e5e51,2019-10-17,1
ebab7ac1ba53,2019-10-17,1
f84421845506,2019-10-17,1
cc4ac7e3d2ce,2019-10-17,1
e6263d9b4d87,2024-04-22,1
02feb2cf88b5,2019-10-17,1
9d4100ba6f11,2019-10-17,1
0cf24b1c3693,2021-05-13,1
e7bdaa503519,2019-10-17,1
5d18b416ed99,2019-10-17,1
722bfad8c167,2024-02-28,1
4327e1f3ea94,2019-10-17,1
23c045747f51,2019-10-17,1
dd4dd749000e,2019-10-17,1
49eced5b5421,2019-10-17,1
3f7d8b24f7c7,2019-10-17,1
44d1ba9c948a,2024-09-05,1
7d55f140e7c2,2019-10-17,1
1f778a64958e,2023-09-13,1
6a9c9962dc61,2019-10-17,1
a5027de50ae4,2019-10-17,1
edef15255492,2019-10-17,1
1af06126db23,2019-10-17,1
0a54c7913940,2024-08-22,1
0ca589a27ca5,2019-10-17,1
7586d4f4599e,2019-10-17,1
e47a3b2906e7,2024-01-29,1
078b168dec87,2024-01-29,1
f9f864c3a5f4,2019-10-17,1
29f09dcf9e0d,2022-09-04,1
9992a8f55deb,2022-07-07,1
92c1209aeddf,2019-10-17,1
34acf9818b07,2019-10-17,1
a4f3f638e78e,2019-10-17,1
4b7ea164af56,2024-04-01,1
609c8dc307c6,2019-10-17,1
534aded07dc0,2019-10-17,1
78a86a59cf94,2019-10-17,1
980acefe68e0,2024-08-05,1
b81f66dca9a2,2023-11-03,1
0e218149c963,2024-06-21,1
5d880a340859,2021-08-02,1
a3bf691c5ea6,2019-10-17,1
b17b27349d7a,2024-08-05,1
b015752a9f2d,2021-06-08,1
b7d3681ed685,2019-10-17,1
d60ce4e4a4ad,2021-03-22,1
accdcf3b6ef1,2019-10-17,1
c86a7d1f0151,2019-10-17,1
898dfbab2301,2019-10-17,1
7378ee13e9c3,2019-10-17,1
b1a032b43c95,2019-10-17,1
9b6d3fd7b948,2019-10-17,1
529db911ee44,2019-10-17,1
2dac660f33bc,2019-10-17,1
2ae6f78cf3a1,2022-09-12,1
061444a395b3,2019-10-17,1
f02303ef78c5,2019-10-17,1
0022b986c8f0,2019-10-17,1
3e77e93a2843,2019-10-17,1
97944976859a,2019-10-17,1
d0b02043049d,2022-09-12,1
2e1ad8f25273,2022-05-04,1
e4a4205b00a0,2019-10-17,1
978be69b9541,2019-10-17,1
24b8cffc4a30,2019-10-17,1
903abbca42ad,2019-10-17,1
a076b9f6a545,2019-10-17,1
fd2978388bac,2019-10-17,1
a35839e7c6a1,2024-03-25,1
722f29e3c0c6,2021-09-09,1
ad808143d47a,2023-09-13,1
b833aacad920,2024-01-18,1
25297c1384f4,2019-10-17,1
3be13520e2cb,2023-11-15,1
7ed9907fb2a0,2020-06-29,1
dbee2c08cce7,2022-01-26,1
3ef6820c514c,2023-10-20,1
f4cf20343889,2023-03-21,1
2b12f7ce5f10,2019-10-17,1
ed33a2b2f289,2019-10-17,1
b22bd41ce0bb,2019-10-17,1
08ae8e21a444,2024-03-31,1
85da2505e688,2024-03-01,1
194d8c55c48d,2019-10-17,1
da9629ef8221,2019-10-17,1
2a6ea1c17893,2019-10-17,1
f0a8030adabd,2019-10-17,1
095f56ad8ee7,2019-10-17,1
952b1c3c18b0,2019-10-17,1
796238fd9655,2019-10-17,1
14e190fb4e06,2019-10-17,1
e7e801740b7b,2019-10-17,1
8921d167f26a,2019-10-17,1
f69415548430,2024-05-19,1
e7db0660878b,2019-10-17,1
6c2ef73a37f4,2022-09-22,1
e4673c170d5a,2020-11-30,1
43c372ac543c,2020-11-30,1
8a2740129d45,2023-09-13,1
227691cacdd5,2019-10-17,1
0577f5798413,2019-10-17,1
83ff6dd69836,2019-10-17,1
8c8cfa167c4f,2019-10-17,1
c3565699f958,2022-09-07,1
743f4940b27f,2019-10-17,1
6a53655fdfe9,2019-10-17,1
7e7bd3dab69d,2019-10-17,1
bc4e18198585,2019-10-17,1
2dd700cade13,2019-10-17,1
6df320c1c285,2019-10-17,1
cb76df89edbc,2019-10-17,1
2e36fbed6198,2019-10-17,1
e571cfe70872,2019-10-17,1
c33ff1915254,2019-10-17,1
4a3a8c35cfe1,2024-05-15,1
9b3f8e975987,2019-10-17,1
3e3b191ba327,2019-10-17,1
6f4e81ab7362,2023-09-13,1
26a246eb1230,2024-05-16,1
56e8140a6950,2023-09-13,1
a00d82843647,2023-09-13,1
a4d5efbb25d6,2019-10-17,1
d46bc9bcfe46,2019-10-17,1
b0f46ada04c9,2019-10-17,1
56b9e804d6e1,2019-10-17,1
4c479595ef84,2019-10-17,1
0490f9ff0852,2019-10-17,1
e4b96e7f7102,2024-08-19,1
9cc9ba2ec5a4,2024-08-19,1
4197d836c78b,2019-10-17,1
c1b874b62220,2019-10-17,1
9c39d288a83f,2021-08-30,1
514e2fd286a0,2019-10-17,1
be9d5b9d6986,2020-04-10,1
9e1014584fc6,2019-10-17,1
a9758dda2616,2019-10-17,1
d9c44c71c039,2019-12-20,1
0bd1661c472e,2023-09-13,1
66dcdf3628de,2019-10-17,1
aa52de8d7028,2023-02-14,1
149200c088c5,2019-10-17,1
99db11cc23ba,2019-10-17,1
f716a234b3f7,2019-10-17,1
1d9b60ee79ed,2019-10-17,1
d6a153928c95,2019-10-17,1
83044e8f052f,2019-10-17,1
88b01ef0b4c2,2019-10-17,1
0fb6f39fca72,2019-10-17,1
d18ef0f8f670,2020-04-03,1
4f2eb873f6f5,2019-10-17,1
be4764392e15,2023-02-27,1
c04f21b16c09,2019-10-17,1
bac4fa5eaae1,2024-06-07,1
d62802f81f16,2019-10-17,1
edc0da877c34,2019-10-17,1
e51add3c0b01,2019-10-17,1
ecb324e6330d,2022-09-20,1
a9654a33b57b,2019-10-17,1
2f82ff077140,2023-09-13,1
07843cca5f60,2019-10-17,1
69f3ad2c097c,2019-10-17,1
872d41f7cce5,2019-10-17,1
5fa47a5afd73,2019-10-17,1
6e861957c05b,2019-10-17,1
9ffec90ac0d0,2019-10-17,1
bfd65341b109,2019-10-17,1
a3bba58c50e1,2019-10-17,1
61a27226f770,2019-10-17,1
245207cf5402,2019-10-17,1
b32677852f43,2019-10-17,1
c7a1c6089ec1,2021-07-13,1
a0c644e856b4,2019-10-17,1
b6682caa38bb,2019-10-17,1
7ad00f55ac38,2019-10-17,1
c85827b5c866,2019-10-17,1
2e5049f53201,2019-10-17,1
34d64a533147,2023-10-10,1
cde97a9ec3ef,2019-10-17,1
7a6f30845ef4,2019-10-17,1
f1a35d7d01af,2022-12-22,1
9bdefee9e7b5,2020-04-14,1
4cdc4e6529f7,2022-09-08,1
c5f6b4ffc423,2019-10-17,1
20073daefd5b,2023-09-13,1
68f9a995a501,2023-09-13,1
c6d3d9cbf7a8,2019-10-17,1
d577e7a9112b,2019-10-17,1
4ce86d65904b,2019-10-17,1
865a5f2dbf2e,2019-10-17,1
cea76b0b8853,2023-10-23,1
89caab19e9d0,2019-10-17,1
65e0be00e686,2019-10-17,1
8218565b9755,2024-04-03,1
499034b7d529,2024-05-19,1
2a37346a2dc8,2020-12-13,1
e7bfae6a0bc8,2020-04-08,1
ff35e6a8c106,2019-10-17,1
6ff3a373d225,2023-01-08,1
ef719f105bd9,2023-01-08,1
9733b8e63ee7,2019-10-17,1
7d9708e79804,2023-01-08,1
def4adf624b0,2019-10-17,1
4683f1af5101,2019-10-17,1
abd36f8395bf,2019-10-17,1
6ed980098655,2023-02-22,1
e2d816701cab,2023-10-09,1
2abf73aba4e9,2019-10-17,1
075a73fd2d3e,2019-10-17,1
f3a55595e348,2019-10-17,1
cd42219b40fb,2019-10-17,1
097f699811d6,2019-10-17,1
9ed0266094a6,2022-08-12,1
fe52c9c506f6,2019-10-17,1
9fd2adcb728e,2023-01-08,1
2883f571c78b,2023-01-08,1
e3d76037721f,2019-10-17,1
09f7d0f33c40,2019-10-17,1
44de1a6977d2,2019-10-17,1
60af225f5d57,2019-10-17,1
3ddefa4753e9,2019-10-17,1
5fed99133189,2022-07-12,1
6e757d795523,2019-10-17,1
3d424f6e46ff,2019-10-17,1
3b3600490b1c,2019-10-17,1
3a04aa3ed637,2019-10-17,1
2b933a1839e0,2019-10-17,1
d1454ca690ec,2019-10-17,1
c650f36a638e,2019-10-17,1
189da2504233,2019-10-17,1
9437e1791ba2,2024-09-09,1
e18a9661ac30,2023-12-17,1
10e1b3e4bc17,2021-09-15,1
93cdf8726603,2019-10-17,1
f2c28f6d34ae,2019-10-17,1
93df3cf13fc1,2019-10-17,1
a13d1d4f0210,2019-10-17,1
c55b66222c3c,2019-10-17,1
f916851d5bc3,2019-10-17,1
ca48bcb86b97,2019-10-17,1
4d47c1c24c0f,2019-10-17,1
c317dcd6988b,2019-10-17,1
7cbac7962028,2019-10-17,1
bf84c0bbd039,2019-10-17,1
3ece3e657fe8,2019-10-17,1
4b87f18c8e82,2022-10-30,1
71a3b700acc6,2022-10-30,1
8aa3e2306365,2022-11-01,1
373f7c046444,2022-10-30,1
9c60d606d37d,2022-10-30,1
66a7b52ac5b9,2019-10-17,1
e45041fe8af6,2019-10-17,1
67cc05fc5520,2022-11-06,1
68213d05f23c,2022-10-30,1
cfd97a236398,2022-10-30,1
c7399db358e2,2022-05-31,1
ef0504d0c25f,2019-10-17,1
41919e1b1559,2019-10-17,1
1f7f4656862b,2024-09-04,1
162f9af9c6a9,2019-10-17,1
a2aceac5aec6,2019-10-17,1
2b2cfab50359,2023-06-26,1
65807e892fb4,2023-06-26,1
c47bfcbc99d4,2019-10-17,1
b65dd6f71f6f,2019-10-17,1
d0883133d86e,2019-10-17,1
998f3bd5783c,2019-10-17,1
1e07b188c897,2019-10-17,1
9149713506a0,2019-10-17,1
3fd366691dbb,2019-10-17,1
46f90f138b28,2021-01-22,1
3920c3256b6e,2021-08-16,1
c883952c05df,2024-09-25,1
e43a4268b7b1,2019-10-17,1
d33f454528df,2019-10-17,1
313946afa4ee,2019-10-17,1
aac1a80501da,2019-10-17,1
a975b84dbab7,2019-10-17,1
5fb7f035a84d,2023-09-13,1
3ddd97fd2212,2019-10-17,1
9c4e5242e9dc,2019-10-17,1
6f5e95b88884,2023-03-15,1
dbf6fa17f142,2020-11-30,1
d1d02b512312,2019-10-17,1
f0793bc044d9,2019-10-17,1
2d6e6a3c90e2,2019-10-17,1
9ada7cb69b75,2019-10-17,1
e6517d5b5092,2019-10-17,1
499716546aa9,2019-10-17,1
1792e7f62ac0,2022-03-24,1
f1073f13026b,2019-10-17,1
186ab5d958cf,2019-10-17,1
722d73182f0d,2019-10-17,1
be4cde58e6f5,2023-09-13,1
3b292ebdbc51,2019-10-17,1
0d6f1a7c9c12,2019-10-17,1
f857ae19242f,2019-10-17,1
75f23a9c4347,2021-10-15,1
e1bb3e1389e9,2019-10-17,1
501ac019db92,2019-10-17,1
79d880ca6357,2019-10-17,1
419ff891c40f,2019-10-17,1
575ef5a350ad,2024-02-14,1
119b9f0769c2,2022-02-01,1
fd89679cc62d,2019-10-17,1
c4f86f2105d3,2023-05-03,1
159380bd79b2,2023-05-03,1
bc144e3756b9,2019-10-17,1
e324fbd29fbe,2019-10-17,1
2da9358d3012,2019-10-17,1
150c62dfa612,2019-10-17,1
c11271bff177,2019-10-17,1
f4551dc39cf0,2019-10-17,1
73d1ee761200,2019-10-17,1
049a0a3bddef,2023-09-22,1
bbd2d0e48ee6,2019-10-17,1
7a88a2ff020d,2019-10-17,1
bc3c2495c0fd,2019-10-17,1
92108b65802c,2024-04-03,1
56d589a8fcb7,2019-10-17,1
ff733b650f7f,2019-10-17,1
2a1822491646,2020-07-07,1
8ddf239d0d9b,2019-10-17,1
f948a65cd8a3,2022-09-15,1
5837dafd03fe,2022-09-15,1
2fdb2da52d77,2022-09-15,1
c27e96b9e52e,2019-10-17,1
ebf2a6dedec8,2019-10-17,1
6c3dfc30b5ec,2019-10-17,1
3a2893870772,2019-10-17,1
5274e8649a56,2019-10-17,1
c245e1591a81,2022-08-16,1
e9dc86a40675,2022-08-16,1
42b27906da4f,2021-09-27,1
a2dd586c12db,2019-10-17,1
0fc8ac971529,2019-10-17,1
c5729c53650f,2019-10-17,1
bebc23d03e83,2019-10-17,1
204e79ba07d0,2019-10-17,1
7ed29c297733,2019-10-17,1
6f4c602cfd48,2019-10-17,1
848bfe373a13,2019-10-17,1
08a9aa9fcd25,2024-08-19,1
bf67136e4a24,2019-10-17,1
fa63009db3a5,2019-10-17,1
22f977a30165,2019-10-17,1
d281c3cccf6c,2019-10-17,1
91c0eb4d44e2,2019-10-17,1
a8871e93ded9,2019-10-17,1
396ab7fdef2b,2019-10-17,1
132663c72eaa,2019-10-17,1
1a20c025b36b,2019-10-17,1
4e2edcf23803,2023-09-13,1
09366a1235d4,2019-10-17,1
4108a53e1003,2019-10-17,1
88773b230ca7,2021-09-03,1
bca3b92e2222,2019-10-17,1
ea6656ae1dd7,2019-10-17,1
90e4c35e6830,2019-10-17,1
ee9b30590a29,2019-10-17,1
b8cf3d2a8f13,2019-10-17,1
9c52793539b6,2019-10-17,1
282452e5d276,2019-10-17,1
95833d99e8e4,2019-10-17,1
98f7d46da8f8,2019-10-17,1
3fc2c980552e,2019-10-17,1
4123aac1a567,2019-10-17,1
ff9c103fe6a7,2019-10-17,1
6599c7735da4,2019-10-17,1
cdb2bc539a65,2019-10-17,1
8123b297c254,2023-12-05,1
54482b128129,2023-02-28,1
5266b36816fd,2024-06-20,1
59eaf2ab9a94,2024-01-12,1
fd92366c38bf,2024-01-12,1
bcb7a03c6b5c,2019-10-17,1
8bef8658f820,2019-10-17,1
8ceaeb425c21,2022-05-25,1
9cbd3e75c39c,2019-10-17,1
400d2909c512,2019-10-17,1
c476f912d04c,2019-10-17,1
b7350b06e86d,2019-10-17,1
423fe9206040,2019-10-17,1
3b780d1d89a7,2019-10-17,1
25bda72ca892,2019-10-17,1
b8b11785d390,2022-10-12,1
7914de20936e,2019-10-17,1
0c57ccead50a,2019-10-17,1
54ef8a3a18e2,2019-10-17,1
ed59c56017a1,2024-06-10,1
5e28b921b787,2024-06-10,1
f480a40e7caf,2021-08-22,1
d5efa61751e1,2019-10-17,1
4f7a900b3b7d,2023-09-13,1
d3986b603960,2023-09-26,1
e9276a7a0fcc,2023-09-13,1
43e0513bfad2,2019-10-17,1
788b353d6cae,2019-10-17,1
fd76f6ca31b2,2020-07-07,1
3e6b58410995,2020-07-07,1
8568ae2992de,2019-10-17,1
5fee9c7cb282,2019-10-17,1
6f234bd79616,2019-10-17,1
61cd86418f43,2019-10-17,1
4458d1f9a67c,2019-12-02,1
c28766899726,2023-09-13,1
6286ff20826e,2019-10-17,1
d69a19fd99eb,2024-09-03,1
0cd49f5f1186,2019-10-17,1
fa3ca637fa03,2024-09-24,1
105b871b4f93,2019-10-17,1
be3dff100a98,2019-10-17,1
3a7b5f6e3ec5,2019-10-17,1
3bcca36c5a74,2024-09-24,1
b98a6c55bfe8,2019-10-17,1
3db491dd53cf,2019-10-17,1
72599c797788,2019-10-17,1
fbcb81977647,2019-10-17,1
ce145a0bfcc8,2023-09-13,1
08f72521db98,2022-07-06,1
ec66a735df67,2022-07-06,1
7adde35c68ac,2022-07-06,1
ea55b4d2fae7,2019-10-17,1
08dcb6d0c9bb,2022-03-22,1
e6a3ab8acdcf,2019-10-17,1
4aca4c4278b0,2019-10-17,1
ab55b60fb4cf,2020-05-19,1
421f9c25a800,2020-07-07,1
17fef8be74f9,2019-10-17,1
4552f045d49d,2023-11-20,1
d0d95ba197c4,2019-10-17,1
d7b1230feaf7,2020-08-18,1
10a5bd97291b,2019-10-17,1
bafa9052763d,2019-10-17,1
9255e8ec0f15,2019-10-17,1
ae6999915746,2022-09-19,1
80f469648909,2024-01-22,1
555e082c7275,2020-01-20,1
52ec6b2d9cb0,2020-11-30,1
49407f7f0c9f,2022-01-28,1
a9cf8c296d0a,2022-10-19,1
c51e4ec506c9,2019-10-17,1
f74fae8d245e,2023-11-14,1
dcca63bdc625,2021-03-18,1
4bb265f6b9a3,2019-10-17,1
fc97a4c6f1a4,2022-09-12,1
570a50d9949a,2022-08-09,1
c603c2791b05,2023-09-13,1
66ba56fe4952,2019-10-17,1
5e095701f6e9,2019-10-17,1
11ccc76e1a03,2024-01-29,1
7834b785b6b5,2019-10-17,1
05e0bda28a5a,2019-10-17,1
f5a1b2872a81,2019-10-17,1
34caffc6f290,2019-10-17,1
71c32731feff,2019-10-17,1
1b03ea820741,2019-10-17,1
3c078aa268de,2024-03-17,1
7e2b7f919028,2019-11-20,1
7f1c01227da1,2023-06-02,1
81f64aa8a647,2019-10-17,1
35afa2005a88,2019-10-17,1
1681ff29303d,2022-09-04,1
bb26e3414b58,2019-10-17,1
b6cad64480b9,2024-03-28,1
44dce75759a7,2019-10-17,1
ec3a8b810a01,2024-01-31,1
e20bdc1794fb,2023-09-13,1
1138b7fcbc1a,2023-09-13,1
7ace50070f94,2024-03-11,1
82d851fa90a3,2019-10-17,1
aac310ad1e71,2019-10-17,1
3ced2d523ff2,2019-10-17,1
3ef36398d7e4,2019-10-17,1
e9d1c39597d7,2019-10-17,1
d200abc0b270,2019-10-17,1
68cb0f7ec189,2019-10-17,1
d60408378b78,2019-10-17,1
6b51822014f5,2019-10-17,1
686c0764dd8e,2024-06-18,1
ec87699553c7,2019-10-17,1
c894d34b7089,2022-09-12,1
9c9e049171f3,2019-10-17,1
5e00f8769119,2019-10-17,1
4b53a00fab29,2019-10-17,1
3fd867d0c7e9,2022-08-09,1
76c48a7db319,2019-10-17,1
59a48e56ffcb,2024-03-14,1
6604bd4921c3,2023-09-13,1
021df027fac1,2019-10-17,1
9a7e315f3f42,2019-10-17,1
1710514cc95c,2019-10-17,1
3b260de3b7f6,2024-03-21,1
705f6edab68c,2019-10-17,1
7315e81cab62,2020-04-10,1
cbd8645e0c0a,2019-10-17,1
142268d078ba,2019-10-17,1
79689cadd13d,2023-11-26,1
d35f5e246f16,2019-10-17,1
01f42a346649,2019-10-17,1
e9de30ddb73d,2022-09-01,1
fe986be4f88c,2021-03-11,1
cbaf7b6c3ef2,2019-10-17,1
23d1df2d82b1,2019-10-17,1
2af56e345f6e,2022-04-21,1
5a7e97626c98,2024-06-28,1
b84f07d816af,2019-10-17,1
dce9ea7da813,2019-10-17,1
0efd102614e7,2019-10-17,1
0480d3b32521,2019-10-17,1
0e10f8a90253,2019-10-17,1
89aa88ff4fa6,2019-10-17,1
13e5caa0e495,2019-10-17,1
778fae444c09,2019-10-17,1
db0476480c6f,2023-09-13,1
f566e6537f53,2019-10-17,1
5f9316e28667,2022-11-06,1
2bc865a9a8da,2022-11-06,1
7af2905b6b3a,2024-06-18,1
eaf67456b763,2019-10-17,1
9aaf19197ef1,2019-10-17,1
139b387ebd59,2020-04-30,1
7446a3d55d0e,2022-08-21,1
259f2c29356d,2020-04-30,1
fcd33abe242f,2019-10-17,1
f260bf0fb49f,2023-09-13,1
01a2ca72b7df,2019-10-17,1
11e1ff060b1a,2019-10-17,1
cc4d82a028aa,2019-10-17,1
ac0341506ebb,2019-10-17,1
d1b95f82a0cd,2021-01-22,1
35009170dd2a,2019-10-17,1
74903e761946,2019-10-17,1
28c49a01b762,2019-10-17,1
436fa1e85a26,2019-10-17,1
bfb034124c77,2019-10-17,1
7b7e8acaf745,2020-11-18,1
ff649e198b1d,2020-12-07,1
80f662702209,2019-10-17,1
8027b2b6c8f0,2019-10-17,1
cfe48f1562f8,2019-10-17,1
5b0950853a55,2019-10-17,1
4193fc7ec6db,2019-10-17,1
2054b933d980,2019-10-17,1
82a706c74d87,2023-11-14,1
f465e98ea1c8,2019-11-22,1
0e8fa087034e,2023-09-13,1
3945c5f394f2,2019-10-17,1
5616755b6236,2019-10-17,1
1f823512ef16,2023-09-13,1
0ee3f2eeab70,2019-10-17,1
3f43d1c6116e,2023-06-26,1
a3fb70ef222e,2022-01-10,1
9eb1cb1b1c5d,2024-01-05,1
df96448c3b51,2019-10-17,1
d7af6919a8ec,2023-06-26,1
978fbaf17a56,2019-10-17,1
79fe699115cf,2023-09-13,1
7a4989bf8f1d,2019-10-17,1
c76c87937e22,2019-10-17,1
d2f0e9eec26b,2019-10-17,1
6ac2d032e691,2019-10-17,1
caeaa3afe154,2024-01-16,1
4e83c27f85b2,2019-10-17,1
9cd49af0f151,2021-02-16,1
714176d949dd,2019-10-17,1
9550f0faccc9,2019-10-17,1
14e4f965c711,2020-10-25,1
491e5de2ec86,2019-10-17,1
d3af02b25515,2022-06-21,1
91c564b703e4,2022-10-27,1
94f6dd139eb4,2022-05-17,1
bef9a5afff2d,2019-10-17,1
358b197acff5,2019-10-17,1
7341016df9c2,2023-12-27,1
55198bab37b4,2019-10-17,1
85bfbc298ac0,2023-09-13,1
ad032f759ad6,2019-10-17,1
25b60e789224,2024-02-16,1
b8f14a76eb21,2019-10-17,1
91b08311081d,2024-01-31,1
2ca191267222,2019-10-17,1
2bd8b24a1bdd,2019-10-17,1
2914b9bb1e0d,2019-10-17,1
b51282c9e3c9,2024-07-01,1
fb3038a35604,2023-09-13,1
372b85d76be0,2021-02-03,1
7fe381bb7035,2019-10-17,1
b6929c03c95c,2024-05-05,1
163f740f3f0b,2024-05-16,1
0701512658e1,2019-10-17,1
048d5596050a,2019-10-17,1
c6100f31b6aa,2019-10-17,1
1b2616a4ebc3,2019-10-17,1
91c37f007258,2023-09-13,1
91fe2bb2b115,2024-09-26,1
efda0dc4437d,2024-07-22,1
856c29e193ae,2019-10-17,1
6a21372aab60,2019-10-17,1
5ee5e68cde35,2019-10-17,1
ba182d439537,2019-10-17,1
fdf35dfce11d,2019-10-17,1
3a22e0f54fb6,2019-10-17,1
bb4a43114e92,2019-10-17,1
35617e3546e9,2019-12-19,1
e31274d030b8,2019-10-17,1
283c4931660c,2019-10-17,1
6f29ff28191a,2019-10-17,1
aa589ea1dabf,2019-10-17,1
92a778aa67ea,2019-10-17,1
f3fb6209799b,2019-10-17,1
4ef678564d2b,2020-10-15,1
540705f6fec1,2019-10-17,1
1d56c830e4d6,2022-09-11,1
3af0e3825fbb,2023-09-13,1
cc26e511b9cc,2019-10-17,1
091f3558fdaa,2019-10-17,1
a5de40dd9923,2019-10-17,1
e45ed38b5361,2019-10-17,1
3621f2f73a33,2019-10-17,1
e4d3c1ab7632,2022-11-15,1
4b5abae64a01,2022-09-05,1
414adcb091ba,2019-10-17,1
38fce4431898,2019-10-17,1
531764e2ac1d,2019-10-17,1
10c3baf25f02,2019-10-17,1
20a389f550a0,2021-01-25,1
3cc9229b3ead,2024-07-08,1
7a6bb860d407,2021-03-24,1
23a07386a9f2,2021-03-24,1
